"Replicate.Name","Area.Value","Mz.Value","RT.Value","SN.Value","Alignment.ID","Average.Rt.min.","Metabolite.name","Adduct.type","MS.MS.assigned","Reference.RT","Reference.m.z","Comment","RT.similarity","S.N.average","Spectrum.reference.file.name"
"190912_Smp_HS2C1D600_0.3",61614,333.28,9.582,3.779134,"4858","9.397","FA 22:3","[M-H]-","FALSE","9.1","333.27936","ok","96.3","11.08","190912_Smp_HS6C3D400_C-0-2"
"190912_Smp_HS2C1D600_0.3",71946,335.296,10.853,13.73707,"4910","10.78","FA 22:2","[M-H]-","FALSE","10.8","335.29501","Not sure","100","42.23","190912_Smp_HS6C3D400_C-0-2"
"190912_Smp_HS2C1D600_0.3",1524764,337.312,12.686,155.4713,"4970","12.616","FA 22:1_Std","[M-H]-","FALSE","12.6","337.31067","ok","99.9","624.43","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D600_0.3",1842204,339.327,15.101,114.326,"5044","15.03","FA 22:0","[M-H]-","FALSE","15.1","339.32629","G;","100","174.15","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D600_0.3",926064,353.343,16.355,85.72242,"5461","16.287","FA 23:0","[M-H]-","FALSE","16.3","353.34195","ok","99.9","113.61","190912_Smp_HS6C3D400_C-0-2"
"190912_Smp_HS2C1D600_0.3",12566,355.265,7.587,2.18,"5503","7.544","FA 24:6","[M-H]-","FALSE","7.5","355.2637","ok","99.9","39.74","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D600_0.3",34188,357.28,8.792,2.155612,"5573","8.518","FA 24:5","[M-H]-","FALSE","8.5","357.27936","G; but only for the 0.3","100","17.66","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D600_0.3",0,359.296,0,0,"5650","9.705","FA 24:4","[M-H]-","FALSE","9.8","359.29501","ok but peaks not great","100","19.96","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D600_0.3",0,361.312,0,0,"5728","11.408","FA 24:3","[M-H]-","FALSE","11.5","361.31067","ok","99.9","24.77","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D600_0.3",9181,363.328,13.072,2.739742,"5800","13.055","FA 24:2","[M-H]-","FALSE","13.1","363.32629","G;","100","73.94","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D600_0.3",238481,365.343,15.153,42.53138,"5882","15.08","FA 24:1_Std","[M-H]-","FALSE","15.2","365.34195","G;","99.9","1150.52","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D600_0.3",3829170,367.359,17.575,398.9756,"5956","17.503","FA 24:0","[M-H]-","FALSE","17.5","367.3576","G;","99.9","603.5","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D600_0.3",2250459,381.375,18.666,136.8307,"6460","18.599","FA 25:0","[M-H]-","FALSE","18.7","381.37326","G;","99.6","159.29","190912_Smp_HS6C3D400_C-0-2"
"190912_Smp_HS2C1D600_0.3",0,383.296,0,0,"6576","9.054","FA 26:6","[M-H]-","FALSE","9.1","383.29501","G;","100","17.85","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D600_0.3",675,385.312,10.214,0.6739344,"6654","10.33","FA 26:5","[M-H]-","FALSE","10.4","385.31067","ok; is the RT inputed correct?","99.9","24.26","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D600_0.3",1227,387.328,12.018,0.9322336,"6734","11.932","FA 26:4","[M-H]-","FALSE","12","387.32629","G;","99.9","53.79","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D600_0.3",0,389.343,0,0,"6813","13.791","FA 26:3","[M-H]-","FALSE","13.9","389.34195","ok","99.7","60.33","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D600_0.3",108877,393.374,17.538,27.03773,"6964","17.511","FA 26:1","[M-H]-","FALSE","17.9","393.37326","G;","100","1339.9","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D600_0.3",2182360,395.39,19.558,489.9578,"7042","19.495","FA 26:0","[M-H]-","FALSE","19.5","395.38892","G;","100","683.61","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.2",2302247,171.138,3.14,18.62856,"514","2.946","FA 10:0","[M-H]-","FALSE","3.1","171.1385","G; real peak is at 3 min","98.6","22.18","190912_Smp_HS5C3D400_C-0-3"
"190912_Smp_HS2C1D800_0.2",499310,185.154,3.888,15.82635,"782","3.772","FA 11:0","[M-H]-","FALSE","3.9","185.15421","ok","100","15.68","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D800_0.2",4402242,199.17,4.692,278.9413,"1064","4.698","FA 12:0","[M-H]-","FALSE","4.7","199.1698","G;","100","265.99","190912_Smp_HS2C1D5_0-3"
"190912_Smp_HS2C1D800_0.2",683352,213.186,5.483,31.0337,"1406","5.363","FA 13:0","[M-H]-","FALSE","5.3","213.18546","ok","100","32.25","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",864022,225.186,5.186,47.33124,"1755","5.154","FA 14:1","[M-H]-","FALSE","5.2","225.18546","G;","99.9","126.89","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",19605378,227.201,6.247,1833.552,"1803","6.249","FA 14:0","[M-H]-","FALSE","6.3","227.20111","G;","100","2677.18","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",736907,239.202,5.946,64.82693,"2064","5.954","FA 15:1","[M-H]-","FALSE","6","239.20111","G;","100","143.72","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",4825738,241.217,7.028,333.6096,"2141","6.987","FA 15:0","[M-H]-","FALSE","6.9","241.21675","G","99.8","371.16","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",2826308,247.17,4,31.2419,"2306","4.087","FA 16:4","[M-H]-","FALSE","4.1","247.1698","Better now","100","319.27","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.2",362373,249.186,4.181,4.09187,"2346","4.729","FA 16:3","[M-H]-","FALSE","4.7","249.18546","G; think good but there is low intensity so looks poor?","99.9","74.14","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.2",248189,251.202,5.6,14.62611,"2378","5.591","FA 16:2","[M-H]-","FALSE","5.6","251.20111","G;","100","381.39","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",13463598,253.217,6.538,1299.542,"2417","6.55","FA 16:1_Std","[M-H]-","FALSE","6.6","253.21675","G;","100","3923.57","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",194002544,255.233,7.927,3792.526,"2465","7.926","FA 16:0_Std","[M-H]-","FALSE","7.9","255.23241","G;","100","1675.04","190912_Smp_HU12_A_0-3"
"190912_Smp_HS2C1D800_0.2",4021505,267.233,7.556,232.3633,"2737","7.53","FA 17:1","[M-H]-","FALSE","7.4","267.23239","ok","100","282.91","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",6701980,269.249,8.934,227.298,"2793","8.9","FA 17:0","[M-H]-","FALSE","8.9","269.24805","G;","99.9","273.86","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",130315,275.201,5.29,4.134542,"3014","5.296","FA 18:4","[M-H]-","FALSE","5.3","275.20111","G;","100","1338.39","190912_Smp_HS4C27D40_C-0-3"
"190912_Smp_HS2C1D800_0.2",770641,277.218,6.062,66.38774,"3076","6.06","FA 18:3_Std","[M-H]-","FALSE","6.3","277.21677","G;","98.9","489.33","190912_Std_FA-StdsInMatrix_2"
"190912_Smp_HS2C1D800_0.2",16831268,279.233,6.964,1058.348,"3130","6.958","FA 18:2_Std","[M-H]-","FALSE","7","279.23239","G;","100","1524.52","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D800_0.2",82170680,281.249,8.231,3520.916,"3200","8.226","FA 18:1 cis-6_Std","[M-H]-","FALSE","8.2","281.24805","G;","99.9","2534.32","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",262530480,283.264,10.037,3856.328,"3276","10.045","FA 18:0_Std","[M-H]-","FALSE","10.1","283.2637","G;","99.8","2629.05","190912_Smp_HS6C3D200_C-0-3"
"190912_Smp_HS2C1D800_0.2",646257408,286.265,8.231,47869.7,"3379","8.233","FA 18:1 TAG_IS","[M-H]-","FALSE","8.2","286.2652","G;","99.9","15182.62","190912_Smp_HS3D750_0-2"
"190912_Smp_HS2C1D800_0.2",139629728,286.427,7.711,15319.84,"3388","7.71","FA 16:0_IS","[M-H]-","FALSE","7.7","286.42679","G;","100","13933.45","190912_Std_FA-IS-InSolvent_1"
"190912_Smp_HS2C1D800_0.2",720428,297.28,11.224,36.18214,"3718","11.226","FA 19:0","[M-H]-","FALSE","11.2","297.27936","ok","99.8","41.08","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",435246,301.217,5.889,20.26252,"3856","5.889","FA 20:5_Std","[M-H]-","FALSE","5.9","301.2168","G; there are a few samples with a really large second peak. Is this the actual peak? shifted? or something else","100","1885.78","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.2",15070152,303.233,6.717,2496.409,"3908","6.719","FA 20:4_Std","[M-H]-","FALSE","6.7","303.23239","G;","100","3768.92","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D800_0.2",142942,305.249,7.464,12.00968,"3978","7.471","FA 20:3","[M-H]-","FALSE","7.5","305.24805","ok","100","116.72","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.2",81579576,306.249,5.857,9389.479,"4000","5.861","FA 20:5_IS","[M-H]-","FALSE","5.9","306.24841","G;","100","10476.69","190912_Std_FA-IS-InSolvent_1"
"190912_Smp_HS2C1D800_0.2",384326,307.265,8.85,30.4433,"4037","8.734","FA 20:2","[M-H]-","FALSE","8.7","307.2637","G;","100","105.09","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",835036,309.28,10.268,97.62176,"4081","10.281","FA 20:1","[M-H]-","FALSE","10.3","309.27936","G;","100","217.18","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",11090635,311.283,6.663,2020.946,"4143","6.665","FA 20:4_IS","[M-H]-","FALSE","6.7","311.28299","G;","100","1911.3","190912_Std_FA-IS-InSolvent_1"
"190912_Smp_HS2C1D800_0.2",4209608,311.296,12.472,502.4545,"4145","12.477","FA 20:0","[M-H]-","FALSE","12.5","311.29501","G; peaks at 10.8 is not it","100","529.46","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",317778,325.312,13.739,30.08777,"4587","13.75","FA 21:0","[M-H]-","FALSE","13.8","325.31067","Not Sure","100","45.55","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",212432,327.234,6.422,44.86944,"4650","6.424","FA 22:6_Std","[M-H]-","FALSE","6.4","327.23239","G;","100","7428.18","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.2",8374,329.249,7.318,1.346387,"4725","7.312","FA 22:5","[M-H]-","FALSE","7","329.24805","ok","100","324.21","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.2",539614,331.265,8.21,4.010844,"4789","8.13","FA 22:4","[M-H]-","FALSE","8","331.2637","ok","100","76.75","190912_Smp_HU12_B_0-3"
"190912_Smp_HS2C1D800_0.2",162086464,332.264,6.398,25632.2,"4817","6.395","FA 22:6_IS","[M-H]-","FALSE","6.4","332.26431","G;","100","23200.92","190912_Std_FA-IS-InSolvent_1"
"190912_Smp_HS2C1D800_0.2",54614,333.28,9.527,4.065666,"4858","9.397","FA 22:3","[M-H]-","FALSE","9.1","333.27936","ok","96.3","11.08","190912_Smp_HS6C3D400_C-0-2"
"190912_Smp_HS2C1D800_0.2",63125,335.296,10.767,11.41551,"4910","10.78","FA 22:2","[M-H]-","FALSE","10.8","335.29501","Not sure","100","42.23","190912_Smp_HS6C3D400_C-0-2"
"190912_Smp_HS2C1D800_0.2",1448527,337.312,12.616,171.5769,"4970","12.616","FA 22:1_Std","[M-H]-","FALSE","12.6","337.31067","ok","99.9","624.43","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D800_0.2",1710968,339.327,15.018,146.7345,"5044","15.03","FA 22:0","[M-H]-","FALSE","15.1","339.32629","G;","100","174.15","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",780400,353.343,16.271,140.5542,"5461","16.287","FA 23:0","[M-H]-","FALSE","16.3","353.34195","ok","99.9","113.61","190912_Smp_HS6C3D400_C-0-2"
"190912_Smp_HS2C1D800_0.2",18547,355.265,7.588,1.343465,"5503","7.544","FA 24:6","[M-H]-","FALSE","7.5","355.2637","ok","99.9","39.74","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",91531,357.28,8.525,2.434951,"5573","8.518","FA 24:5","[M-H]-","FALSE","8.5","357.27936","G; but only for the 0.3","100","17.66","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",0,359.296,0,0,"5650","9.705","FA 24:4","[M-H]-","FALSE","9.8","359.29501","ok but peaks not great","100","19.96","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.2",0,361.312,0,0,"5728","11.408","FA 24:3","[M-H]-","FALSE","11.5","361.31067","ok","99.9","24.77","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.2",1708,363.328,13.046,0.8142648,"5800","13.055","FA 24:2","[M-H]-","FALSE","13.1","363.32629","G;","100","73.94","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.2",173888,365.343,15.071,39.01046,"5882","15.08","FA 24:1_Std","[M-H]-","FALSE","15.2","365.34195","G;","99.9","1150.52","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D800_0.2",3127795,367.358,17.48,550.6722,"5956","17.503","FA 24:0","[M-H]-","FALSE","17.5","367.3576","G;","99.9","603.5","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.2",1488563,381.374,18.572,142.7352,"6460","18.599","FA 25:0","[M-H]-","FALSE","18.7","381.37326","G;","99.6","159.29","190912_Smp_HS6C3D400_C-0-2"
"190912_Smp_HS2C1D800_0.2",0,383.296,0,0,"6576","9.054","FA 26:6","[M-H]-","FALSE","9.1","383.29501","G;","100","17.85","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.2",1831,385.312,10.554,0.6206889,"6654","10.33","FA 26:5","[M-H]-","FALSE","10.4","385.31067","ok; is the RT inputed correct?","99.9","24.26","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.2",0,387.328,0,0,"6734","11.932","FA 26:4","[M-H]-","FALSE","12","387.32629","G;","99.9","53.79","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.2",0,389.343,0,0,"6813","13.791","FA 26:3","[M-H]-","FALSE","13.9","389.34195","ok","99.7","60.33","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.2",84290,393.374,17.461,21.83251,"6964","17.511","FA 26:1","[M-H]-","FALSE","17.9","393.37326","G;","100","1339.9","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.2",1377878,395.39,19.476,486.1619,"7042","19.495","FA 26:0","[M-H]-","FALSE","19.5","395.38892","G;","100","683.61","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.3",3998586,171.138,2.88,26.43135,"514","2.946","FA 10:0","[M-H]-","FALSE","3.1","171.1385","G; real peak is at 3 min","98.6","22.18","190912_Smp_HS5C3D400_C-0-3"
"190912_Smp_HS2C1D800_0.3",605779,185.154,3.907,17.53521,"782","3.772","FA 11:0","[M-H]-","FALSE","3.9","185.15421","ok","100","15.68","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D800_0.3",3966949,199.17,4.71,205.209,"1064","4.698","FA 12:0","[M-H]-","FALSE","4.7","199.1698","G;","100","265.99","190912_Smp_HS2C1D5_0-3"
"190912_Smp_HS2C1D800_0.3",647318,213.186,5.495,15.6586,"1406","5.363","FA 13:0","[M-H]-","FALSE","5.3","213.18546","ok","100","32.25","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",670424,225.186,5.205,26.48369,"1755","5.154","FA 14:1","[M-H]-","FALSE","5.2","225.18546","G;","99.9","126.89","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",7315116,227.202,6.269,350.4261,"1803","6.249","FA 14:0","[M-H]-","FALSE","6.3","227.20111","G;","100","2677.18","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",827923,239.202,5.964,41.59833,"2064","5.954","FA 15:1","[M-H]-","FALSE","6","239.20111","G;","100","143.72","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",4579946,241.217,7.06,226.9706,"2141","6.987","FA 15:0","[M-H]-","FALSE","6.9","241.21675","G","99.8","371.16","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",484168,247.17,3.439,21.45384,"2306","4.087","FA 16:4","[M-H]-","FALSE","4.1","247.1698","Better now","100","319.27","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.3",453133,249.186,4.204,4.534056,"2346","4.729","FA 16:3","[M-H]-","FALSE","4.7","249.18546","G; think good but there is low intensity so looks poor?","99.9","74.14","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.3",254623,251.202,5.614,10.63504,"2378","5.591","FA 16:2","[M-H]-","FALSE","5.6","251.20111","G;","100","381.39","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",9824089,253.217,6.701,498.037,"2417","6.55","FA 16:1_Std","[M-H]-","FALSE","6.6","253.21675","G;","100","3923.57","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",144000720,255.233,7.964,2045.925,"2465","7.926","FA 16:0_Std","[M-H]-","FALSE","7.9","255.23241","G;","100","1675.04","190912_Smp_HU12_A_0-3"
"190912_Smp_HS2C1D800_0.3",2746743,267.233,7.591,101.0889,"2737","7.53","FA 17:1","[M-H]-","FALSE","7.4","267.23239","ok","100","282.91","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",6514569,269.249,8.981,145.9186,"2793","8.9","FA 17:0","[M-H]-","FALSE","8.9","269.24805","G;","99.9","273.86","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",244720,275.202,5.318,9.808142,"3014","5.296","FA 18:4","[M-H]-","FALSE","5.3","275.20111","G;","100","1338.39","190912_Smp_HS4C27D40_C-0-3"
"190912_Smp_HS2C1D800_0.3",954993,277.218,6.083,58.45046,"3076","6.06","FA 18:3_Std","[M-H]-","FALSE","6.3","277.21677","G;","98.9","489.33","190912_Std_FA-StdsInMatrix_2"
"190912_Smp_HS2C1D800_0.3",7591907,279.233,6.992,264.7623,"3130","6.958","FA 18:2_Std","[M-H]-","FALSE","7","279.23239","G;","100","1524.52","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D800_0.3",42404928,281.249,8.268,1449.552,"3200","8.226","FA 18:1 cis-6_Std","[M-H]-","FALSE","8.2","281.24805","G;","99.9","2534.32","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",213940400,283.264,10.092,2682.188,"3276","10.045","FA 18:0_Std","[M-H]-","FALSE","10.1","283.2637","G;","99.8","2629.05","190912_Smp_HS6C3D200_C-0-3"
"190912_Smp_HS2C1D800_0.3",703806208,286.265,8.268,37439.57,"3379","8.233","FA 18:1 TAG_IS","[M-H]-","FALSE","8.2","286.2652","G;","99.9","15182.62","190912_Smp_HS3D750_0-2"
"190912_Smp_HS2C1D800_0.3",143924032,286.427,7.744,16862.11,"3388","7.71","FA 16:0_IS","[M-H]-","FALSE","7.7","286.42679","G;","100","13933.45","190912_Std_FA-IS-InSolvent_1"
"190912_Smp_HS2C1D800_0.3",581286,297.28,11.286,19.94086,"3718","11.226","FA 19:0","[M-H]-","FALSE","11.2","297.27936","ok","99.8","41.08","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",2686739,301.218,5.909,185.5099,"3856","5.889","FA 20:5_Std","[M-H]-","FALSE","5.9","301.2168","G; there are a few samples with a really large second peak. Is this the actual peak? shifted? or something else","100","1885.78","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.3",15653057,303.233,6.747,1809.367,"3908","6.719","FA 20:4_Std","[M-H]-","FALSE","6.7","303.23239","G;","100","3768.92","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D800_0.3",274731,305.249,7.597,18.68703,"3978","7.471","FA 20:3","[M-H]-","FALSE","7.5","305.24805","ok","100","116.72","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.3",85748536,306.249,5.878,9726.813,"4000","5.861","FA 20:5_IS","[M-H]-","FALSE","5.9","306.24841","G;","100","10476.69","190912_Std_FA-IS-InSolvent_1"
"190912_Smp_HS2C1D800_0.3",355557,307.265,8.9,25.78334,"4037","8.734","FA 20:2","[M-H]-","FALSE","8.7","307.2637","G;","100","105.09","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",920229,309.28,10.332,86.48395,"4081","10.281","FA 20:1","[M-H]-","FALSE","10.3","309.27936","G;","100","217.18","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",11284031,311.283,6.688,1417.901,"4143","6.665","FA 20:4_IS","[M-H]-","FALSE","6.7","311.28299","G;","100","1911.3","190912_Std_FA-IS-InSolvent_1"
"190912_Smp_HS2C1D800_0.3",3862658,311.296,12.544,266.2441,"4145","12.477","FA 20:0","[M-H]-","FALSE","12.5","311.29501","G; peaks at 10.8 is not it","100","529.46","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",290360,325.312,13.817,29.03723,"4587","13.75","FA 21:0","[M-H]-","FALSE","13.8","325.31067","Not Sure","100","45.55","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",4105064,327.234,6.448,326.5237,"4650","6.424","FA 22:6_Std","[M-H]-","FALSE","6.4","327.23239","G;","100","7428.18","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.3",553156,329.249,7.026,39.77844,"4725","7.312","FA 22:5","[M-H]-","FALSE","7","329.24805","ok","100","324.21","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.3",571215,331.265,8.311,4.526511,"4789","8.13","FA 22:4","[M-H]-","FALSE","8","331.2637","ok","100","76.75","190912_Smp_HU12_B_0-3"
"190912_Smp_HS2C1D800_0.3",168740848,332.265,6.419,17283.76,"4817","6.395","FA 22:6_IS","[M-H]-","FALSE","6.4","332.26431","G;","100","23200.92","190912_Std_FA-IS-InSolvent_1"
"190912_Smp_HS2C1D800_0.3",32700,333.28,9.573,2.675432,"4858","9.397","FA 22:3","[M-H]-","FALSE","9.1","333.27936","ok","96.3","11.08","190912_Smp_HS6C3D400_C-0-2"
"190912_Smp_HS2C1D800_0.3",55475,335.296,10.819,9.320393,"4910","10.78","FA 22:2","[M-H]-","FALSE","10.8","335.29501","Not sure","100","42.23","190912_Smp_HS6C3D400_C-0-2"
"190912_Smp_HS2C1D800_0.3",1697883,337.312,12.696,107.8166,"4970","12.616","FA 22:1_Std","[M-H]-","FALSE","12.6","337.31067","ok","99.9","624.43","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D800_0.3",1702543,339.327,15.106,105.4519,"5044","15.03","FA 22:0","[M-H]-","FALSE","15.1","339.32629","G;","100","174.15","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",807262,353.343,16.368,79.52293,"5461","16.287","FA 23:0","[M-H]-","FALSE","16.3","353.34195","ok","99.9","113.61","190912_Smp_HS6C3D400_C-0-2"
"190912_Smp_HS2C1D800_0.3",20157,355.265,7.591,3.312207,"5503","7.544","FA 24:6","[M-H]-","FALSE","7.5","355.2637","ok","99.9","39.74","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",26378,357.28,8.515,1.002633,"5573","8.518","FA 24:5","[M-H]-","FALSE","8.5","357.27936","G; but only for the 0.3","100","17.66","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",491,359.296,9.42,0.5190138,"5650","9.705","FA 24:4","[M-H]-","FALSE","9.8","359.29501","ok but peaks not great","100","19.96","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.3",0,361.312,0,0,"5728","11.408","FA 24:3","[M-H]-","FALSE","11.5","361.31067","ok","99.9","24.77","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.3",5305,363.328,13.117,1.719809,"5800","13.055","FA 24:2","[M-H]-","FALSE","13.1","363.32629","G;","100","73.94","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.3",185971,365.343,15.177,43.32056,"5882","15.08","FA 24:1_Std","[M-H]-","FALSE","15.2","365.34195","G;","99.9","1150.52","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D800_0.3",3183985,367.359,17.582,342.8537,"5956","17.503","FA 24:0","[M-H]-","FALSE","17.5","367.3576","G;","99.9","603.5","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.3",2047156,381.374,18.67,105.0643,"6460","18.599","FA 25:0","[M-H]-","FALSE","18.7","381.37326","G;","99.6","159.29","190912_Smp_HS6C3D400_C-0-2"
"190912_Smp_HS2C1D800_0.3",0,383.296,0,0,"6576","9.054","FA 26:6","[M-H]-","FALSE","9.1","383.29501","G;","100","17.85","190912_Smp_HU12_C_0-3"
"190912_Smp_HS2C1D800_0.3",1271,385.312,10.352,0.7126039,"6654","10.33","FA 26:5","[M-H]-","FALSE","10.4","385.31067","ok; is the RT inputed correct?","99.9","24.26","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.3",0,387.328,0,0,"6734","11.932","FA 26:4","[M-H]-","FALSE","12","387.32629","G;","99.9","53.79","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.3",0,389.343,0,0,"6813","13.791","FA 26:3","[M-H]-","FALSE","13.9","389.34195","ok","99.7","60.33","190912_Smp_HS8C3D75_0-3"
"190912_Smp_HS2C1D800_0.3",98797,393.374,17.55,26.03361,"6964","17.511","FA 26:1","[M-H]-","FALSE","17.9","393.37326","G;","100","1339.9","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D800_0.3",1988686,395.39,19.559,445.2272,"7042","19.495","FA 26:0","[M-H]-","FALSE","19.5","395.38892","G;","100","683.61","190912_Smp_HS8C3D5_0-3"
"190912_Smp_HS2C1D1000_0.2",3098368,171.138,3.147,29.80715,"514","2.946","FA 10:0","[M-H]-","FALSE","3.1","171.1385","G; real peak is at 3 min","98.6","22.18","190912_Smp_HS5C3D400_C-0-3"
"190912_Smp_HS2C1D1000_0.2",584628,185.154,3.899,12.2236,"782","3.772","FA 11:0","[M-H]-","FALSE","3.9","185.15421","ok","100","15.68","190912_Std_FA-StdsInSolvent_2"
"190912_Smp_HS2C1D1000_0.2",4563339,199.17,4.704,234.73,"1064","4.698","FA 12:0","[M-H]-","FALSE","4.7","199.1698","G;","100","265.99","190912_Smp_HS2C1D5_0-3"
"190912_Smp_HS2C1D1000_0.2",588082,213.186,5.499,19.02041,"1406","5.363","FA 13:0","[M-H]-","FALSE","5.3","213.18546","ok","100","32.25","190912_Smp_HU12_C_0-3"
