"Description","Value","Replicate.Name","Metabolite.name","Area.Value","Area.with.QC","MZ.Value","SN.Value","RT.Value","RT.Expected","Run.Type","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","all.Flags"
"Hello! Welcome to the world of MSDIAL QE Quality Control! ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minimum area for a real peak: ",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT flexibility: ",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blank can be this fraction of a sample: ",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S/N ratio: ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Processed on: ",1574726019.04233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"190912_Blk_Blk_20","FA 10:0",840361,840361,171.138,0.3558533,3.125,3.1,"blk","SN.Flag",NA,NA,"Blank.Flag","SN.Flag, Blank.Flag"
NA,NA,"190912_Blk_HBlk1_A.0.2","FA 10:0",5270872,5270872,171.138,45.78262,2.837,3.1,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_A.0.3","FA 10:0",3809496,3809496,171.138,26.49679,2.857,3.1,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_B.0.2","FA 10:0",3657581,3657581,171.138,34.72428,2.849,3.1,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_B.0.3","FA 10:0",5045438,5045438,171.138,55.72681,2.843,3.1,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_C.0.2","FA 10:0",5016224,5016224,171.138,48.82314,2.866,3.1,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_C.0.3","FA 10:0",3886257,3886257,171.138,37.07949,3.142,3.1,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full1","FA 10:0",4386482,4386482,171.138,25.0529,2.838,3.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full2","FA 10:0",4335678,4335678,171.138,37.1725,2.822,3.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full3","FA 10:0",4739196,4739196,171.138,47.17751,2.841,3.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full4","FA 10:0",5253407,5253407,171.138,59.69047,2.85,3.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half1","FA 10:0",3077441,3077441,171.138,11.64417,2.851,3.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half2","FA 10:0",2720644,2720644,171.138,21.16455,2.853,3.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half3","FA 10:0",3151105,3151105,171.138,34.1371,2.855,3.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half4","FA 10:0",3412500,3412500,171.138,37.5855,2.847,3.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D5_0.2","FA 10:0",2684046,2684046,171.138,20.60624,2.842,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D5_0.3","FA 10:0",3720132,3720132,171.138,62.58418,3.144,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D25_0.2","FA 10:0",3076642,3076642,171.139,22.75937,2.874,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D25_0.3","FA 10:0",2310354,2310354,171.138,14.82202,2.856,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D100_0.2","FA 10:0",4194590,4194590,171.138,34.59708,2.852,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D100_0.3","FA 10:0",6262800,6262800,171.138,77.4945,2.847,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D150_0.2","FA 10:0",4296222,4296222,171.138,35.96014,2.865,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D150_0.3","FA 10:0",8107949,8107949,171.138,109.2669,2.851,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D200_0.2","FA 10:0",1887910,1887910,171.138,9.747452,2.863,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D200_0.3","FA 10:0",7105814,7105814,171.138,61.01229,2.85,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D400_0.2","FA 10:0",1614534,1614534,171.138,6.881186,2.896,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D400_0.3","FA 10:0",5094326,5094326,171.138,72.77733,2.841,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D600_0.2","FA 10:0",3936931,3936931,171.138,30.63871,2.863,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D600_0.3","FA 10:0",2231228,2231228,171.138,14.46525,2.87,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D800_0.2","FA 10:0",2302247,2302247,171.138,18.62856,3.14,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D800_0.3","FA 10:0",3998586,3998586,171.138,26.43135,2.88,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D1000_0.2","FA 10:0",3098368,3098368,171.138,29.80715,3.147,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D1000_0.3","FA 10:0",4023959,4023959,171.138,36.06371,3.135,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_A.0.2","FA 10:0",2511608,2511608,171.138,17.07391,2.829,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_A.0.3","FA 10:0",3082982,3082982,171.138,23.52547,3.146,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_B.0.2","FA 10:0",1724082,1724082,171.138,10.57921,3.14,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_B.0.3","FA 10:0",2183322,2183322,171.138,21.75637,3.148,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_C.0.2","FA 10:0",2367678,2367678,171.138,15.46332,3.125,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_C.0.3","FA 10:0",2263026,2263026,171.138,23.52204,3.148,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D45_0.2","FA 10:0",2270445,2270445,171.138,12.48856,2.865,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D45_0.3","FA 10:0",2112875,2112875,171.138,15.39814,3.149,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D60_0.2","FA 10:0",3116583,3116583,171.138,29.61669,2.846,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D60_0.3","FA 10:0",1336366,1336366,171.138,5.214709,3.158,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D75_0.2","FA 10:0",3365280,3365280,171.138,35.44264,2.845,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D75_0.3","FA 10:0",3144944,3144944,171.138,46.6102,2.859,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D100_0.2","FA 10:0",3650207,3650207,171.138,52.48277,2.854,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D100_0.3","FA 10:0",5629534,5629534,171.138,70.73945,2.847,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D125_0.2","FA 10:0",3088344,3088344,171.139,22.80851,2.861,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D125_0.3","FA 10:0",3118410,3118410,171.138,25.9866,2.841,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D150_0.2","FA 10:0",2182108,2182108,171.138,17.59633,2.831,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D150_0.3","FA 10:0",5490760,5490760,171.138,53.6646,2.831,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D200_0.2","FA 10:0",3817660,3817660,171.138,15.93289,2.87,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D200_0.3","FA 10:0",3261685,3261685,171.138,25.11191,2.861,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D400_0.2","FA 10:0",3660240,3660240,171.138,39.84269,2.849,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D400_0.3","FA 10:0",1252445,1252445,171.138,0.8240109,2.776,3.1,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D400_0.3_re.run","FA 10:0",5126608,5126608,171.138,60.5295,2.85,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D750_0.2","FA 10:0",4742059,4742059,171.139,23.3962,2.866,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D750_0.3","FA 10:0",2309371,2309371,171.138,28.69498,2.85,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D1000_0.2","FA 10:0",3169031,3169031,171.138,34.99062,2.853,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D1000_0.3","FA 10:0",2508956,2508956,171.138,16.62072,2.823,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_A.0.2","FA 10:0",1580596,1580596,171.138,17.03929,3.129,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_A.0.3","FA 10:0",1680290,1680290,171.138,13.65769,3.133,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_B.0.2","FA 10:0",3002767,3002767,171.138,11.59,2.835,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_B.0.3","FA 10:0",1881208,1881208,171.138,11.47737,3.146,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_C.0.2","FA 10:0",1969726,1969726,171.138,13.27509,3.128,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_C.0.3","FA 10:0",2208989,2208989,171.139,8.322022,3.13,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_A.0.2","FA 10:0",3063907,3063907,171.138,22.99271,2.846,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_A.0.3","FA 10:0",5550379,5550379,171.138,47.50668,2.849,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_B.0.2","FA 10:0",2877909,2877909,171.138,27.34071,3.143,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_B.0.3","FA 10:0",2265576,2265576,171.138,18.92319,3.154,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_C.0.2","FA 10:0",6042268,6042268,171.138,82.01771,2.854,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_C.0.3","FA 10:0",2182434,2182434,171.138,14.97904,3.147,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_A.0.2","FA 10:0",4003103,4003103,171.138,38.17075,3.138,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_A.0.3","FA 10:0",1934133,1934133,171.138,18.43381,3.147,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_B.0.2","FA 10:0",4017371,4017371,171.138,32.15947,2.837,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_B.0.3","FA 10:0",1748723,1748723,171.138,13.45004,3.137,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_C.0.2","FA 10:0",3858508,3858508,171.138,25.81093,2.843,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_C.0.3","FA 10:0",4370658,4370658,171.138,36.26333,2.862,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_A.0.2","FA 10:0",2355762,2355762,171.138,11.68629,2.839,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_A.0.3","FA 10:0",3259372,3259372,171.138,41.49021,2.849,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_B.0.2","FA 10:0",2480546,2480546,171.138,19.25096,3.141,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_B.0.3","FA 10:0",2328612,2328612,171.138,16.08694,2.866,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_C.0.2","FA 10:0",7021296,7021296,171.138,82.89503,3.123,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_C.0.3","FA 10:0",5398481,5398481,171.138,61.06248,2.843,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_A.0.2","FA 10:0",2215786,2215786,171.138,14.25347,2.88,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_A.0.3","FA 10:0",2751358,2751358,171.138,23.61297,3.135,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_B.0.2","FA 10:0",4260849,4260849,171.138,26.07911,2.842,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_B.0.3","FA 10:0",2711667,2711667,171.138,17.54602,3.117,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_C.0.2","FA 10:0",1913080,1913080,171.138,9.575982,2.881,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_C.0.3","FA 10:0",1605871,1605871,171.138,8.811773,3.144,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_A.0.2","FA 10:0",2412612,2412612,171.138,13.41406,2.849,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_A.0.3","FA 10:0",2584254,2584254,171.138,28.55961,3.147,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_B.0.2","FA 10:0",2877727,2877727,171.138,27.74356,2.853,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_B.0.3","FA 10:0",1702798,1702798,171.138,9.377725,2.837,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_C.0.2","FA 10:0",2809639,2809639,171.138,19.2408,2.838,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_C.0.3","FA 10:0",2327864,2327864,171.138,14.83215,2.863,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_A.0.2","FA 10:0",3336994,3336994,171.138,51.24046,3.141,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_A.0.3","FA 10:0",4621990,4621990,171.138,55.56475,2.869,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_B.0.2","FA 10:0",3562208,3562208,171.138,27.887,2.853,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_B.0.3","FA 10:0",3025957,3025957,171.138,32.03597,3.134,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_C.0.2","FA 10:0",4675306,4675306,171.138,51.98686,2.837,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_C.0.3","FA 10:0",2471206,2471206,171.138,28.45835,3.14,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_A.0.2","FA 10:0",3492533,3492533,171.138,24.87357,2.866,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_A.0.3","FA 10:0",3381765,3381765,171.138,23.75665,2.837,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_B.0.2","FA 10:0",3805808,3805808,171.138,32.85885,3.128,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_B.0.3","FA 10:0",2092899,2092899,171.138,35.26324,2.828,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_B.0.3_re.run","FA 10:0",2164435,2164435,171.138,22.95586,2.836,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_C.0.2","FA 10:0",3563835,3563835,171.138,30.32507,2.841,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_C.0.3","FA 10:0",3907486,3907486,171.138,35.31854,2.844,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_A.0.2","FA 10:0",4265762,4265762,171.138,32.99273,2.846,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_A.0.3","FA 10:0",2576507,2576507,171.138,29.18545,3.138,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_B.0.2","FA 10:0",3504511,3504511,171.138,31.60059,2.851,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_B.0.3","FA 10:0",4797337,4797337,171.138,40.4992,2.842,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_C.0.2","FA 10:0",3948984,3948984,171.138,22.60261,2.843,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_C.0.3","FA 10:0",2604874,2604874,171.138,20.61509,3.142,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_A.0.2","FA 10:0",4023190,4023190,171.138,46.29976,2.843,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_A.0.3","FA 10:0",12011403,12011403,171.138,133.6364,2.846,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_B.0.2","FA 10:0",3171792,3171792,171.138,22.07703,2.862,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_B.0.3","FA 10:0",6239269,6239269,171.138,55.24901,2.845,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_C.0.2","FA 10:0",3857409,3857409,171.138,39.14959,2.852,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_C.0.3","FA 10:0",11968944,11968944,171.138,169.3822,2.852,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_A.0.2","FA 10:0",5980150,5980150,171.138,88.2472,2.853,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_A.0.3","FA 10:0",3135382,3135382,171.138,16.03228,2.845,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_B.0.2","FA 10:0",8265746,8265746,171.138,128.6004,2.844,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_B.0.3","FA 10:0",3025080,3025080,171.138,21.95567,2.846,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_C.0.2","FA 10:0",9154611,9154611,171.138,95.42462,2.84,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_C.0.3","FA 10:0",2943904,2943904,171.138,27.62352,2.846,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_A.0.2","FA 10:0",5447646,5447646,171.138,62.56757,2.86,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_A.0.3","FA 10:0",5837539,5837539,171.138,76.06671,2.837,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_B.0.2","FA 10:0",4155238,4155238,171.138,43.21684,2.851,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_B.0.3","FA 10:0",2668509,2668509,171.138,23.3509,2.848,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_C.0.2","FA 10:0",9972402,9972402,171.138,107.4253,2.842,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_C.0.3","FA 10:0",3319631,3319631,171.138,28.03508,2.87,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_A.0.2","FA 10:0",4008124,4008124,171.138,28.84967,2.841,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_A.0.3","FA 10:0",2807769,2807769,171.138,14.9348,3.134,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_B.0.2","FA 10:0",5020792,5020792,171.138,47.50872,2.843,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_B.0.3","FA 10:0",4167993,4167993,171.138,39.03342,2.849,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_C.0.2","FA 10:0",2475944,2475944,171.139,18.16143,3.151,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_C.0.3","FA 10:0",2291295,2291295,171.138,13.38202,3.127,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_A.0.2","FA 10:0",2422474,2422474,171.138,22.91152,3.143,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_A.0.3","FA 10:0",2886516,2886516,171.138,30.7019,3.136,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_B.0.2","FA 10:0",3995752,3995752,171.138,36.61506,2.836,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_B.0.3","FA 10:0",4156894,4156894,171.138,38.48426,2.851,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_C.0.2","FA 10:0",1884853,1884853,171.138,11.27529,3.133,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_C.0.3","FA 10:0",1845892,1845892,171.138,11.21655,3.131,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_A.0.2","FA 10:0",3003800,3003800,171.138,24.4151,2.877,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_A.0.3","FA 10:0",4579494,4579494,171.138,29.54247,2.854,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_B.0.2","FA 10:0",850147,850147,171.138,0.6387439,2.879,3.1,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D400_B.0.2_re.run","FA 10:0",1060209,1060209,171.138,2.887931,2.851,3.1,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D400_B.0.3","FA 10:0",3667077,3667077,171.138,30.29998,2.867,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_C.0.2","FA 10:0",3838124,3838124,171.138,29.05113,2.848,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_C.0.3","FA 10:0",3642013,3642013,171.138,30.56872,2.86,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_A.0.2","FA 10:0",2084891,2084891,171.138,12.68086,2.852,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_A.0.3","FA 10:0",3877190,3877190,171.138,36.23016,2.846,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_B.0.2","FA 10:0",2961270,2961270,171.138,26.74718,2.856,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_B.0.3","FA 10:0",2559090,2559090,171.139,15.75735,2.872,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_C.0.2","FA 10:0",3275005,3275005,171.138,23.51719,2.848,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_C.0.3","FA 10:0",3197717,3197717,171.138,25.65555,2.849,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D5_0.2","FA 10:0",2855198,2855198,171.138,27.04524,2.854,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D5_0.3","FA 10:0",2017473,2017473,171.138,14.5421,3.148,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D75_0.2","FA 10:0",2136135,2136135,171.138,15.63457,3.145,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D75_0.3","FA 10:0",1617566,1617566,171.138,10.55275,3.138,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D125_0.2","FA 10:0",4783014,4783014,171.138,32.47359,3.132,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D125_0.3","FA 10:0",1968792,1968792,171.138,13.01257,2.876,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D125_0.3_re.run","FA 10:0",2253694,2253694,171.138,24.24088,2.858,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D200_0.2","FA 10:0",3775038,3775038,171.138,50.59424,3.131,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D200_0.3","FA 10:0",6961026,6961026,171.138,116.6385,3.137,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D300_0.2","FA 10:0",2910448,2910448,171.138,31.82601,3.152,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D300_0.3","FA 10:0",2392959,2392959,171.138,35.27713,3.142,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D500_0.2","FA 10:0",4682978,4682978,171.138,47.73436,3.133,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D500_0.3","FA 10:0",3462415,3462415,171.138,60.52156,3.143,3.1,"smp",NA,NA,NA,NA,NA
