"Description","Value","Replicate.Name","Metabolite.name","Area.Value","Area.with.QC","MZ.Value","SN.Value","RT.Value","RT.Expected","Run.Type","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","all.Flags"
"Hello! Welcome to the world of MSDIAL QE Quality Control! ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minimum area for a real peak: ",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT flexibility: ",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blank can be this fraction of a sample: ",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S/N ratio: ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Processed on: ",1574726019.04233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_B.0.2","FA 24:5",22488,22488,357.28,1.237282,8.449,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS5C3D400_B.0.3","FA 24:5",63632,63632,357.28,2.068743,8.47,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS5C3D400_C.0.2","FA 24:5",29142,29142,357.28,1.916623,8.818,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS5C3D400_C.0.3","FA 24:5",85178,85178,357.28,1.626125,8.503,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS5C3D1000_A.0.2","FA 24:5",94258,94258,357.28,2.672919,8.61,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS5C3D1000_A.0.3","FA 24:5",73644,73644,357.28,3.266475,8.799,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS5C3D1000_B.0.2","FA 24:5",92822,92822,357.28,0.4117399,8.668,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS5C3D1000_B.0.3","FA 24:5",70882,70882,357.28,2.524151,8.738,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS5C3D1000_C.0.2","FA 24:5",87872,87872,357.28,0.3240488,8.662,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS5C3D1000_C.0.3","FA 24:5",105609,105609,357.28,9.502349,8.462,8.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_A.0.2","FA 24:5",52591,52591,357.28,3.25314,8.305,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D75_A.0.3","FA 24:5",96633,96633,357.28,7.791153,8.48,8.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_B.0.2","FA 24:5",51404,51404,357.28,1.246384,8.279,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D75_B.0.3","FA 24:5",91109,91109,357.28,1.732667,8.584,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D75_C.0.2","FA 24:5",87010,87010,357.28,0.4334856,8.534,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D75_C.0.3","FA 24:5",30621,30621,357.28,1.801147,8.609,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D115_A.0.2","FA 24:5",87909,87909,357.28,3.39897,8.682,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D115_A.0.3","FA 24:5",74815,74815,357.28,2.17994,8.467,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D115_B.0.2","FA 24:5",45705,45705,357.28,2.501115,8.14,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D115_B.0.3","FA 24:5",72022,72022,357.28,0.7618734,8.778,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D115_C.0.2","FA 24:5",38766,38766,357.28,1.7799,8.747,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D115_C.0.3","FA 24:5",85989,85989,357.28,2.577931,8.565,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D200_A.0.2","FA 24:5",98056,98056,357.28,-0.02569494,8.586,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D200_A.0.3","FA 24:5",43128,43128,357.28,0.8998337,8.14,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D200_B.0.2","FA 24:5",84502,84502,357.28,0.7183679,8.142,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D200_B.0.3","FA 24:5",86289,86289,357.28,1.597235,8.473,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D200_C.0.2","FA 24:5",31369,31369,357.28,0.4335833,8.743,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D200_C.0.3","FA 24:5",84132,84132,357.28,4.38664,8.466,8.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_A.0.2","FA 24:5",73278,73278,357.28,0.8635406,8.387,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D400_A.0.3","FA 24:5",28164,28164,357.28,1.768551,8.764,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D400_B.0.2","FA 24:5",75780,75780,357.28,0.5768095,8.755,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D400_B.0.2_re.run","FA 24:5",19239,19239,357.28,1.779183,8.192,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D400_B.0.3","FA 24:5",24043,24043,357.28,1.851666,8.401,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D400_C.0.2","FA 24:5",88311,88311,357.28,0.5397558,8.649,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D400_C.0.3","FA 24:5",75719,75719,357.28,0.6903954,8.748,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D1000_A.0.2","FA 24:5",25415,25415,357.28,1.136193,8.315,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D1000_A.0.3","FA 24:5",52309,52309,357.28,0.4477511,8.251,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D1000_B.0.2","FA 24:5",102390,102390,357.28,1.563083,8.572,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D1000_B.0.3","FA 24:5",7556,7556,357.28,2.322978,8.187,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D1000_C.0.2","FA 24:5",51762,51762,357.28,2.006692,8.254,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS6C3D1000_C.0.3","FA 24:5",82743,82743,357.28,1.539174,8.488,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS8C3D5_0.2","FA 24:5",55526,55526,357.28,1.094932,8.392,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS8C3D5_0.3","FA 24:5",662923,662923,357.281,37.96803,8.508,8.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D75_0.2","FA 24:5",23366,23366,357.28,1.434798,8.514,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS8C3D75_0.3","FA 24:5",852697,852697,357.28,89.85764,8.467,8.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D125_0.2","FA 24:5",55361,55361,357.28,1.778509,8.142,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS8C3D125_0.3","FA 24:5",19516,19516,357.28,0.3250807,8.845,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS8C3D125_0.3_re.run","FA 24:5",15733,15733,357.28,0.1094375,8.67,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS8C3D200_0.2","FA 24:5",91025,91025,357.28,2.653805,8.683,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS8C3D200_0.3","FA 24:5",118137,118137,357.28,10.86818,8.474,8.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D300_0.2","FA 24:5",40200,40200,357.28,1.751374,8.671,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS8C3D300_0.3","FA 24:5",88715,88715,357.28,5.541178,8.478,8.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D500_0.2","FA 24:5",96457,96457,357.28,3.734683,8.638,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS8C3D500_0.3","FA 24:5",102291,102291,357.28,0.761694,8.578,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS8C3D1000_0.2","FA 24:5",26289,26289,357.28,1.435637,8.499,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS8C3D1000_0.3","FA 24:5",85625,85625,357.28,1.190991,8.476,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HU12_A_0.2","FA 24:5",23393,23393,357.28,0.8685493,8.145,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HU12_A_0.3","FA 24:5",266814,266814,357.28,22.81737,8.487,8.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_B_0.2","FA 24:5",73859,73859,357.28,0.4310532,8.461,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HU12_B_0.3","FA 24:5",358133,358133,357.28,30.21201,8.464,8.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_C_0.2","FA 24:5",40438,40438,357.28,3.409384,8.301,8.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HU12_C_0.3","FA 24:5",1747710,1747710,357.28,92.70916,8.52,8.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Std_FA.IS.InSolvent_1","FA 24:5",35748,35748,357.28,0.6656303,8.286,8.5,"std","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Std_FA.StdsInMatrix_1","FA 24:5",52760,52760,357.28,4.751311,8.45,8.5,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Std_FA.StdsInMatrix_2","FA 24:5",23089,23089,357.28,3.458612,8.522,8.5,"std","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Std_FA.StdsInSolvent_1","FA 24:5",64699,64699,357.28,2.553954,8.751,8.5,"std","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Std_FA.StdsInSolvent_2","FA 24:5",10795,10795,357.28,1.113052,8.155,8.5,"std","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Std_SolventInMatrix_1","FA 24:5",51012,51012,357.28,3.531603,8.456,8.5,"std","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Std_SolventInMatrix_2","FA 24:5",37128,37128,357.28,3.962892,8.519,8.5,"std","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Blk_Blk_20","FA 24:6",28393,28393,355.265,0.5863631,7.65,7.5,"blk","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Blk_HBlk1_A.0.2","FA 24:6",8071,8071,355.265,1.063795,7.336,7.5,"blk","SN.Flag",NA,NA,"Blank.Flag","SN.Flag, Blank.Flag"
NA,NA,"190912_Blk_HBlk1_A.0.3","FA 24:6",2224,2224,355.265,1.083899,7.571,7.5,"blk","SN.Flag",NA,NA,"Blank.Flag","SN.Flag, Blank.Flag"
NA,NA,"190912_Blk_HBlk1_B.0.2","FA 24:6",24837,24837,355.265,1.70188,7.4,7.5,"blk","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Blk_HBlk1_B.0.3","FA 24:6",19755,19755,355.265,1.415489,7.644,7.5,"blk","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Blk_HBlk1_C.0.2","FA 24:6",18704,18704,355.265,1.590837,7.579,7.5,"blk","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Blk_HBlk1_C.0.3","FA 24:6",2632,2632,355.265,0.5601337,7.572,7.5,"blk","SN.Flag",NA,NA,"Blank.Flag","SN.Flag, Blank.Flag"
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full1","FA 24:6",120673,120673,355.265,11.68823,7.529,7.5,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full2","FA 24:6",87628,87628,355.264,13.62666,7.535,7.5,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full3","FA 24:6",77122,77122,355.265,9.822804,7.567,7.5,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full4","FA 24:6",55316,55316,355.264,7.553319,7.575,7.5,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half1","FA 24:6",57003,57003,355.265,6.105234,7.516,7.5,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half2","FA 24:6",52124,52124,355.265,7.039678,7.533,7.5,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half3","FA 24:6",55550,55550,355.264,11.55694,7.562,7.5,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half4","FA 24:6",66960,66960,355.265,10.44582,7.567,7.5,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D5_0.2","FA 24:6",20049,20049,355.265,0.8315191,7.442,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS2C1D5_0.3","FA 24:6",381379,381379,355.265,60.95171,7.549,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D25_0.2","FA 24:6",1938,1938,355.265,0.7417056,7.402,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS2C1D25_0.3","FA 24:6",594989,594989,355.265,83.98972,7.535,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D100_0.2","FA 24:6",22347,22347,355.265,2.27088,7.178,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS2C1D100_0.3","FA 24:6",241459,241459,355.265,35.59503,7.531,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D150_0.2","FA 24:6",2289,2289,355.265,0.4024006,7.626,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS2C1D150_0.3","FA 24:6",122241,122241,355.265,14.96795,7.546,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D200_0.2","FA 24:6",14617,14617,355.265,1.698094,7.624,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS2C1D200_0.3","FA 24:6",57141,57141,355.264,7.658494,7.516,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D400_0.2","FA 24:6",2000,2000,355.265,0.4030647,7.452,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS2C1D400_0.3","FA 24:6",26211,26211,355.265,2.73925,7.547,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS2C1D600_0.2","FA 24:6",2041,2041,355.265,0.5656245,7.633,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS2C1D600_0.3","FA 24:6",12566,12566,355.265,2.18,7.587,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS2C1D800_0.2","FA 24:6",18547,18547,355.265,1.343465,7.588,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS2C1D800_0.3","FA 24:6",20157,20157,355.265,3.312207,7.591,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS2C1D1000_0.2","FA 24:6",1663,1663,355.265,0.3653783,7.479,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS2C1D1000_0.3","FA 24:6",10330,10330,355.265,2.618578,7.573,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D15_A.0.2","FA 24:6",37878,37878,355.265,6.509401,7.53,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_A.0.3","FA 24:6",631635,631635,355.265,81.3192,7.575,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_B.0.2","FA 24:6",21730,21730,355.265,2.72933,7.541,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D15_B.0.3","FA 24:6",136284,136284,355.265,17.39073,7.576,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_C.0.2","FA 24:6",31613,31613,355.265,4.695518,7.52,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_C.0.3","FA 24:6",509897,509897,355.265,64.07883,7.581,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D45_0.2","FA 24:6",9950,9950,355.265,2.14959,7.589,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D45_0.3","FA 24:6",159785,159785,355.265,23.89114,7.569,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D60_0.2","FA 24:6",24427,24427,355.265,2.819667,7.539,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D60_0.3","FA 24:6",169687,169687,355.265,21.21741,7.582,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D75_0.2","FA 24:6",19723,19723,355.265,1.356668,7.557,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D75_0.3","FA 24:6",484347,484347,355.265,54.10546,7.531,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D100_0.2","FA 24:6",19292,19292,355.265,1.938544,7.486,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D100_0.3","FA 24:6",303269,303269,355.265,39.64911,7.54,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D125_0.2","FA 24:6",2677,2677,355.265,0.6498333,7.597,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D125_0.3","FA 24:6",159201,159201,355.265,23.39469,7.535,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D150_0.2","FA 24:6",25143,25143,355.265,2.355184,7.529,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D150_0.3","FA 24:6",86790,86790,355.264,12.95477,7.527,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D200_0.2","FA 24:6",7907,7907,355.265,1.563887,7.588,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D200_0.3","FA 24:6",129162,129162,355.265,17.8262,7.573,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D400_0.2","FA 24:6",24727,24727,355.265,1.52111,7.675,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D400_0.3","FA 24:6",18607,18607,355.265,0.4717342,7.226,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D400_0.3_re.run","FA 24:6",56904,56904,355.264,10.11375,7.533,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D750_0.2","FA 24:6",2640,2640,355.265,0.6467233,7.573,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D750_0.3","FA 24:6",32655,32655,355.265,4.383034,7.537,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D1000_0.2","FA 24:6",14990,14990,355.265,1.832786,7.561,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D1000_0.3","FA 24:6",30713,30713,355.264,6.505964,7.531,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_A.0.2","FA 24:6",30081,30081,355.264,5.071345,7.546,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_A.0.3","FA 24:6",247931,247931,355.265,34.89461,7.535,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_B.0.2","FA 24:6",19518,19518,355.265,3.006661,7.527,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS4C25D15_B.0.3","FA 24:6",484210,484210,355.265,56.85384,7.573,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_C.0.2","FA 24:6",16284,16284,355.265,2.028554,7.532,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS4C25D15_C.0.3","FA 24:6",912970,912970,355.265,73.18166,7.52,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_A.0.2","FA 24:6",37731,37731,355.265,6.415844,7.53,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_A.0.3","FA 24:6",520989,520989,355.265,68.20166,7.532,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_B.0.2","FA 24:6",34889,34889,355.265,4.490273,7.54,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_B.0.3","FA 24:6",865838,865838,355.265,101.5564,7.575,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_C.0.2","FA 24:6",23422,23422,355.265,3.934142,7.547,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS4C27D40_C.0.3","FA 24:6",933926,933926,355.265,108.5953,7.573,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_A.0.2","FA 24:6",25639,25639,355.265,4.807497,7.569,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_A.0.3","FA 24:6",229231,229231,355.265,23.03807,7.576,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_B.0.2","FA 24:6",14418,14418,355.265,0.4317317,7.518,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS4C27D70_B.0.3","FA 24:6",70720,70720,355.264,11.6033,7.548,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_C.0.2","FA 24:6",16819,16819,355.265,0.3498315,7.366,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS4C27D70_C.0.3","FA 24:6",264350,264350,355.265,30.5689,7.575,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_A.0.2","FA 24:6",10149,10149,355.265,1.329106,7.506,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS4C27D125_A.0.3","FA 24:6",224799,224799,355.265,28.63412,7.53,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_B.0.2","FA 24:6",1469,1469,355.265,0.7446116,7.244,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS4C27D125_B.0.3","FA 24:6",149523,149523,355.265,23.77467,7.548,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_C.0.2","FA 24:6",13615,13615,355.265,1.60486,7.185,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS4C27D125_C.0.3","FA 24:6",400492,400492,355.265,57.23143,7.539,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_A.0.2","FA 24:6",9606,9606,355.265,2.140017,7.581,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS4C27D300_A.0.3","FA 24:6",188409,188409,355.265,24.36677,7.576,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_B.0.2","FA 24:6",12602,12602,355.265,1.231207,7.469,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS4C27D300_B.0.3","FA 24:6",54577,54577,355.265,9.212065,7.528,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_C.0.2","FA 24:6",1734,1734,355.265,0.6769028,7.429,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS4C27D300_C.0.3","FA 24:6",36389,36389,355.264,6.075884,7.575,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_A.0.2","FA 24:6",17279,17279,355.265,1.515608,7.628,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS4C27D500_A.0.3","FA 24:6",45408,45408,355.264,9.137211,7.571,7.5,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_B.0.2","FA 24:6",25386,25386,355.265,1.380961,7.729,7.5,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
